fp_pwr,rx_pwr,pwr_diff,rxpacc,dist_cm,fp_resid,label,frame_len
-74.2097086665,-94.4644328014,-20.2547241349,47,171,-69.5497864587,0,0
-73.909030129,-94.4710407582,-20.5620106293,52,171,-69.2491079211,0,46
-73.9314550411,-94.6364912776,-20.7050362364,53,183,-68.6824332465,0,0
-74.4325932349,-94.7163042591,-20.2837110242,51,184,-69.1362367747,0,0
-74.2431532336,-94.0931551493,-19.8500019158,52,185,-68.8997186655,0,46
-74.1717288374,-94.5443008238,-20.3725719864,50,185,-68.8282942694,0,0
-73.71439283,-93.9108741702,-20.1964813403,55,174,-68.9034078643,0,0
-74.0983828145,-94.0931551493,-19.9947723348,52,178,-69.0899827683,0,46
-74.2275426804,-93.9244917986,-19.6969491182,51,187,-68.7907105497,0,0
-74.3486958088,-94.3023774075,-19.9536815987,51,184,-69.0523393486,0,0
-74.0717823899,-94.0931551493,-20.0213727595,52,175,-69.2110214161,0,46
-75.1666968325,-94.5443008238,-19.3776039914,50,170,-70.5577184049,0,0
-74.0637022636,-94.2586056687,-20.1949034051,53,170,-69.454723836,0,0
-74.1917798198,-94.4710407582,-20.2792609385,52,184,-68.8954233596,0,0
-73.8177970619,-94.7163042591,-20.8985071972,51,184,-68.5214406017,0,58
-74.073833139,-94.5803420665,-20.5065089275,55,187,-68.6370010083,1,58
-73.2126305604,-94.0931551493,-20.880524589,52,184,-67.9162741002,1,0
-74.199611871,-94.0931551493,-19.8935432784,52,172,-69.4890429328,1,58
-74.6891430702,-94.6473003902,-19.95815732,48,182,-69.4877153105,1,58
-74.1468825626,-94.4710407582,-20.3241581956,52,172,-69.4363136245,1,46
-74.4400659383,-94.0931551493,-19.653089211,52,173,-69.6791438758,1,46
-74.0532740825,-94.4710407582,-20.4177666758,52,183,-68.8042522878,1,46
-74.2778176474,-94.4644328014,-20.186615154,47,172,-69.5672487093,1,58
-74.1919294974,-94.0931551493,-19.9012256519,52,176,-69.2816761411,1,0
-73.9958145056,-94.4710407582,-20.4752262527,52,176,-69.0855611493,1,0
-74.331019928,-94.5443008238,-20.2132808958,50,170,-69.7220415005,1,0
-74.3517803657,-94.2327210039,-19.8809406382,55,167,-69.8974509428,1,0
-73.5809232701,-94.4710407582,-20.8901174881,52,184,-68.2845668099,1,46
-74.5352536275,-94.1303739723,-19.5951203447,50,167,-70.0809242046,1,0
-74.7583316857,-95.1588256147,-20.400493929,48,183,-69.5093098911,1,0
-76.504455116,-93.7455340868,-17.2410789707,52,183,-71.2554333214,1,46
-90.3453621279,-98.1691255714,-7.82376344348,48,327,-80.0544070747,1,58
-85.3730964593,-96.225345392,-10.8522489327,47,233,-78.0259780388,1,58
