fp_pwr,rx_pwr,pwr_diff,rxpacc,label,frame_len
-77.5434835408,-98.8643676965,-21.3208841558,52,1,0
-79.8143610354,-101.534000867,-21.7196398318,50,1,0
-78.3874814413,-98.1691255714,-19.7816441301,48,1,0
-78.3849949364,-99.2356453486,-20.8506504122,47,1,0
-81.8726714203,-100.996557939,-19.1238865189,47,1,0
-87.8344731683,-100.996557939,-13.1620847709,47,1,0
-87.3883742867,-100.809757414,-13.4213831275,46,1,0
-84.06689333,-100.996557939,-16.9296646092,47,1,0
-88.1962657657,-104.006857896,-15.8105921301,47,1,0
-91.4821120406,-100.113755063,-8.631643022,52,1,0
-86.6683790205,-101.179425528,-14.5110465075,48,1,0
-81.7959091013,-100.996557939,-19.2006488379,47,1,0
-84.8827017931,-100.996557939,-16.1138561461,47,1,0
-86.1334449504,-104.006857896,-17.8734129454,47,1,0
-85.4863534539,-101.358522381,-15.8721689272,49,1,0
-88.3880131944,-103.629151013,-15.2411378182,45,1,0
-89.4983588706,-103.433954267,-13.9355953962,44,1,0
-85.8685579198,-104.006857896,-18.138299976,47,1,0
-86.9241542578,-99.2356453486,-12.3114910909,47,1,0
-84.1941546622,-99.7730882766,-15.5789336145,50,1,0
-84.2422182352,-100.618851056,-16.3766328208,45,1,0
-80.8592334373,-100.809757414,-19.9505239769,46,1,0
-76.6875988888,-99.2356453486,-22.5480464599,47,1,0
-89.8350250675,-101.358522381,-11.5234973135,49,1,0
-84.2494474864,-101.179425528,-16.9299780416,48,1,0
-91.3057474264,-100.996557939,-9.69081051279,47,1,0
-86.2307090511,-101.358522381,-15.1278133299,49,1,0
-88.4969259932,-101.358522381,-12.8615963879,49,1,0
-75.0550065179,-98.3482224244,-23.2932159065,49,1,0
-78.2827099584,-101.179425528,-22.8967155696,48,1,0
-85.2865309289,-98.1691255714,-12.8825946424,48,1,0
-86.4107641922,-101.534000867,-15.123236675,50,1,0
-85.9583725423,-100.996557939,-15.0381853969,47,1,0
-84.2870986425,-101.534000867,-17.2469022247,50,1,0
-85.1640296206,-96.225345392,-11.0613157714,47,1,0
-87.6059521212,-104.368822338,-16.7628702165,49,1,0
-90.4146057596,-98.1691255714,-7.75451981176,48,1,0
-85.1482648999,-99.2356453486,-14.0873804488,47,1,0
-80.4900692343,-101.179425528,-20.6893562937,48,1,0
-90.2725184614,-100.996557939,-10.7240394778,47,1,0
-82.4082186311,-99.4185129374,-17.0102943063,48,1,0
-84.305731708,-103.433954267,-19.1282225589,44,1,0
-80.2441217563,-104.368822338,-24.1247005814,49,1,0
-86.4278787506,-100.113755063,-13.685876312,52,1,0
-75.3722621962,-97.8952675665,-22.5230053703,52,1,0
-91.8428203016,-98.8643676965,-7.02154739498,52,1,0
-73.6940681531,-97.103455106,-23.4093869529,52,1,0
-86.8641064099,-100.618851056,-13.7547446461,45,1,0
-85.5610601728,-100.279205582,-14.7181454092,53,1,0
-85.8967198864,-103.433954267,-17.5372343804,44,1,0
-87.0959080038,-104.189725485,-17.0938174808,48,1,0
-89.9823064682,-103.234269849,-13.2519633805,43,1,0
-87.2608173573,-101.874667653,-14.6138502959,52,1,0
-87.377286394,-104.368822338,-16.9915359437,49,1,0
-88.9361814583,-98.8643676965,-9.92818623821,52,1,0
-87.0455532162,-104.544300824,-17.4987476077,50,1,0
-82.9062311951,-100.113755063,-17.2075238676,52,1,0
-89.2686742027,-96.8303573274,-7.56168312468,46,1,0
-79.8356956165,-98.8579384654,-19.0222428489,45,1,0
-91.636038648,-99.2356453486,-7.59960670065,47,1,0
-80.4329852953,-101.358522381,-20.9255370858,49,1,0
-77.1552485874,-99.2356453486,-22.0803967612,47,1,0
-93.0463068046,-100.996557939,-7.95025113461,47,1,0
-78.5373475776,-100.618851056,-22.0815034784,45,1,0
-78.6288395113,-101.358522381,-22.7296828698,49,1,0
-93.7981976238,-100.809757414,-7.01155979029,46,1,0
-93.1603891215,-103.433954267,-10.2735651453,44,1,0
-88.3423930907,-104.368822338,-16.026429247,49,1,0
-82.0173272706,-103.820057371,-21.8027301002,46,1,0
-93.1634979483,-104.189725485,-11.0262275364,48,1,0
-83.1552836519,-103.629151013,-20.4738673608,45,1,0
-82.7446887667,-104.006857896,-21.2621691292,47,1,0
-82.7805906409,-104.189725485,-21.4091348438,48,1,0
-80.4842578378,-101.358522381,-20.8742645433,49,1,0
-93.3988308545,-104.006857896,-10.6080270413,47,1,0
-81.7922419155,-104.006857896,-22.2146159803,47,1,0
-80.6792594135,-103.629151013,-22.9498915992,45,1,0
-81.9354071684,-103.629151013,-21.6937438443,45,1,0
-83.9619782714,-101.179425528,-17.2174472566,48,1,0
-84.2399607433,-100.809757414,-16.5697966708,46,1,0
-90.177788028,-101.179425528,-11.0016375,48,1,0
-78.0997982544,-99.0298182159,-20.9300199615,53,1,0
-87.5242958192,-103.820057371,-16.2957615516,46,1,0
-82.3542530558,-99.5976097905,-17.2433567347,49,1,0
-89.8855147538,-100.996557939,-11.1110431854,47,1,0
-92.8330429438,-101.534000867,-8.70095792338,50,1,0
